complaint_text,label
"Dumulog sa tanggapan ng Brgy si G. Edwin Perez sapat sa gulang naninirahan at may parating sulat sa Mangahan San Jose T.Q. Ayon sa kanya nabantaan ni Cris cuala mga tanghali akala nya magpapatiba siya. Nang makita ni Aris ay Papalo. Sinita niya ay masama daw ang tingin ang sabi pa ay nangunguha daw sa gabi. Kaya pala dina nakakaabot ng bunga ng saging sila Edwin Perez. MALAYA Nagsadya sa tanggapan ng Barangay Malaya si _ taga Barangay Taytay upang ipaalam na nasagi ni _ ang kanilang dalawang motor noong July 9, 2025 ganap na ika 12:40 pasado sa Barangay Taytay. At ito ay natumba, nagkausap kami na ipa estimate ang magagastos at babayaran na lamang nya, ngunit noong sinabi ko na ang estimation ay 3,500.00 ay hindi nya kayang bayaran lahat. Aambag lang sya pero hindi nya kayang lahat. ________________________________________________________ Nagsadya sa tanggapan ng Barangay Malaya si _, lalake taga Brgy Taytay Nagcarlan, Laguna upang ipaalam na nagkaroon sila ng alitan sa may Ermita ng Taytay at siya ay sinuntok ni _ sa may mukha at di niya ito masyadong maigalaw. ________________________________________________________ Nagsadya sa tanggapan ng Barangay Malaya si _ upang ipaalam na may natitirang balanse pa ang mga ipinagsusumbong sa kanilang tindahan. ________________________________________________________ Nagsadya sa tanggapan ng Barangay Malaya si _ – representative ng DALI EVERYDAY GROCERY / manager upang ipaalam na nagpost ng video si _ ukol sa Modus ng mga cashier at binanggit ang pangalan ng grocery ng Dali. ________________________________________________________ Nagsadya sa tanggapan ng Barangay Malaya si _ upang ipaalam na si _ ay hindi sumunod sa kasunduan kung kaya’t nais ko siyang makausap. ________________________________________________________ Nagsadya sa tanggapan ng Barangay Malaya si _ upang ipaalam na hindi nababayaran ang mga nabanggit na ipinagsusumbong. ________________________________________________________ Nagsadya sa tanggapan ng Barangay Malaya si _ upang Ipadala na noong April 15, 2026 _ ganap na 9:30 ng gabi sa kanilang barracks nangyari ang pananakit sa kanya ni _ ayon sa kanya ay may pangyayaring di nya sinasadyang mapatay ang ilaw sa may kusina na ilaw pala sa manukan at ito doon nagdulot ng pagkagalit ng ipinagsusumbong. Pinuntahan sya nito at may dalang samurai na patalim na may tubo. Si _ nagtamo ng pasa sa kaliwang mata pamamaga dulot ng pagkakahampas ng tubo. ________________________________________________________ Nagsadya sa tanggapan ng Barangay Malaya ang si _ upang ipaalam na may naka-jumper sa kanilang linya ng kuryente. Yung kanilang carwash ay nakakabit sa kanilang linya, since 2023 at ngayon lang nila napatunayan. ________________________________________________________ Nagsadya sa tanggapan ng Barangay Malaya si _ upang ipaalam na nagbenta ng motor si _ sa kanyang anak na si _ (minor de edad) sa halagang 20,000.00 at ang papel na pinakita ay xerox lang. ________________________________________________________ Nagsadya sa tanggapan ng Barangay Malaya ang si [unclear] upang ipaalam na hindi natupad sa pangako si _. Ang kanyang nakuhang pera ay halagang 5,000.00 (Limang libong piso) na ngayon ay umabot na sa 10,500.00. Nakuha ang pera noong Oktubre 7, 2025 at ang nasa usapan ay after 2 weeks ibabalik ang pera, ngunit hindi pa din binibigay ang nakuhang pera. ________________________________________________________ Nagsadya sa tanggapan ng Barangay Malaya ang si _ upang ipaalam na gusto nyang kunin ang kanyang motor kina _ ngunit hinihingian ng 15,000.00. Ang motor ay bigay sa kanya ng kanyang kapatid. ________________________________________________________ Nagsadya sa tanggapan ng Barangay Malaya ang mag asawang _ at _ upang mapag-usapan ang pagtubos sa nakasangla na kendihan at ang mga utang sa bawat isa. ________________________________________________________ Nagsadya sa tanggapan ng Barangay Malaya si _ upang ipaalam ang problema tungkol sa motor na ipinaayos sa mekanikong si _. Nakapagbigay na siya ng pera na nagkakahalaga ng 9,500.00 ng paunti-unti dahil sa pangakong ipapaayos at bibilhing pyesa ng motor ngunit nakalipas na ang isang buwan ay hindi parin naisasayos ang nasabing sasakyang motor na barako. ________________________________________________________ Nagsadya sa tanggapan ng Barangay Malaya si _ upang ipaalam na kahapon namimili ng manok sila kay _ at bigla syang kinompronta na sya ang tinuturo na nagnakaw ng CDI ng motor nila sabi daw ng mga bata. Biglang naglabas ng itak at pinagbantaan na tatagain sya. At nung isang araw may nagsabi sa kanya na hinahanap daw sya ni _ may dala din itong itak at lasing. ________________________________________________________ Nagsadya sa tanggapan ng Barangay Malaya si _ upang ipaalam na, tinanong nya si _ kung sya ang kumuha ng yero sa banlat nila at may nakapagsabi kasi sa kanya. At kung ano-ano na ang sinabi sa kanya. Kahit daw mag kamatayan. Tas sinabi pang siarualo sya. May bakod na kasi yung lupa nila at lagi ding napunta dun si _ kaya sabi din nya na wag ka na dyan pumasok at wala ka naming baboy dyan. Kanina ito naganap ika-20, 2026 ganap na 9:00 ng umaga. ________________________________________________________ Nagsadya sa tanggapan ng Barangay Malaya si _ upang ipaalam na napost na naman sa Social Media si _ tungkol sa kanilang napag-usapan noong nakaraang araw. ________________________________________________________ Nagsadya sa tanggapan ng Barangay Malaya si _ upang ipaalam na kabilang si _ sa nanakit sa kanya noong July 4, 2025 pagkatapos ng Basketball. At nalaman na ito ay kinabukasan kaya pala daw siya binugbog ay dahil sa inakbayan raw niya si Juliet at ito ay pawang walang katotohanan sapagkat may saksi naman siya. ________________________________________________________ Nagsadya sa tanggapan ng Barangay Malaya si _ upang ipaalam na sinakal siya ni _ – kinakasama ni _, kagabi ika-15 ng Hunyo, 2025 ganap na 11:00 pasado ng gabi. Hinatid niya si _ dito sa Malaya dahil pinahatid ng boss nila dahil gabi na, nakita nilang naglalakad ang asawa nito kina kuya _ kung kaya’t doon na rin nya ibinaba si _. Tapos bigla na lang siyang sinakal at tinanong kung ka-ano ano niya ang asawa ni_. Tatlong beses sinakal si _habang tinatanong kung ka-ano ano nya si _, ang sabi niya ay pinahatid lang ng boss dahil gabi na. Tsaka lang siya pinalis. ________________________________________________________ Nagsadya sa tanggapan ng Barangay Malaya si _ upang ipaalam na nais niyang makausap si _ tungkol sa sustento. ________________________________________________________ Nagsadya sa tanggapan ng Barangay Malaya si _ upang ireklamo si _ tungkol sa anak nitong si _. Ayon sa pangyayari kaninang umaga, June 26, 2025 sa ganap na ika-7:30 ng umaga. Nagkasalubong si _ at nagkaroon ng maliit na usapan sa paglilinaw sa nangyaring panananakit ng anak ni _ na si _– _ years old. Ngunit ito ay humantong sa pagtatalo at di pagkakaunawaan na naging dahilan ng pagtulak ni Nano kay Roselyn sa kaniyang balikat. Irinereklamo din ang pagbabanta ni _ sa asawa ni _ na si _ na aantayin at sila ang magharap at ika nya ay sila ay sila ang magsakitan o magpatayan. ________________________________________________________ Nagsadya sa tanggapan ng Barangay Malaya ang magkakapatid upang ipaalam na hindi tumutupad sa usapan sina _ ukol sa lupang pagmamay-ari nina _. ________________________________________________________ Nagsadya sa tanggapan ng Barangay Malaya si _ upang ipaalam na nakaupo lang siya ng biglang lumapit si _ at biglang naghahamon si _ ng away. At bigla siyang sinuntok nito at pinagtulungan siya ng tatlong tao na si _. ________________________________________________________ Nagsadya sa tanggapan ng Barangay Malaya sina _ upang iparating na, lumagpas ang pagpuputol ng puno ng niyog, mag ta-tatlong linggo na ang nakalilipas. ________________________________________________________ Nag sadyang si _ para ireklamo si _ tungkol sa isinangla ang kanikang kotse sa halagang isang daang libong piso isuzu 4x4. Ang napagusapan nila ay ipapalit ang motor ni _ sa pinag - sanglaan. Hanggang sa ibenta na ang motor ni _, inabot na ang 2 taon pero hindi parin nakikipag - usap sa kanya. Inilipat pa kay tommy yung kanyang motor shop pero wala manlang napabalik sa kanya kahit na magkano. Nung inilipat namna kay _ yung mga pyesa kay _ nabigyan naman sya sa halagang 1500. ________________________________________________________ Nagsabi si tanggapan ng Malaya si _ ipang ipaalam na hindi pa din nilalagay ng poste ang kanilang linya ng kuryente. ________________________________________________________ Noong ika-19 ng Marso 2025, ganap na ika 12:06 ng tanghali ay nagkaroon ng aksidente sa may Purok 1 tricycle na pagmamay-ari ni _ na taga Abo, Nagcarlan Laguna at motor ni _ dahilan para masaktan itong si _. ________________________________________________________ Nagsadya sa tanggapan ng Barangay Malaya si _ upang ipaalam na, nagsangla ng motor noong Abril, 2025 sa halagang 3,000.00, ang sabi ay isang linggo lang. Tapos kinuha ng motor noong June 13, 2025 sa kanilang bahay, ang andon lang ay yung anak niyang menor de edad, dapat ay hinintay muna nya ako bago kinuha ang motor. ________________________________________________________ Nagsadya sa tanggapan ng Malaya si _ upang ipaalam na ninakaw ang kanyang tanim na saging na lakatan naying ika-14 ng mayo ganap na ika-12 ng tanghali sa Brgy Banago. Nakilala ang isang na si _ at may kasama pa itong isa. ________________________________________________________ Nag sadyang si _ para ireklemo si _. Dinala ni _ Pinsan ni _ ang motor kay _ para ipagawa ang kaso pinagpapalitan ang pyesa. ________________________________________________________ Nagsadya sa tanggapan ng Malaya si _ upang idulog na pinagbibintangan ang kanyang tatay na si _ na hindi daw ibinaba sa mismong school ng banilad ang mga anak nina _ kung kayat ang mga ito ay hinabol ng aso habng naglalakad papuntang school ng Banilad. Noong sila ay nagpunta sa Brgy hall ng Banilad upang i pareview ang cctv ay ihinatid naman ni _ sa school ng Banilad ang mga bata. ________________________________________________________ Nagsadya sa tanggapan si _ upang ipaalam na hindi nakikipagusap si _tungkol sa nakuha nyang pera. Ito ay nagkakahalaga ng 10,000. ________________________________________________________ Nagsadya sa tanggapan ng Malaya si _ upang ipatawag ang pamilya ni _ sapagkat hinarangan nila ang right of way ng mga may ari ng lupa. ________________________________________________________ Nagsadya sa tanggapan ng malaya si _ upang ipaalam na pinagbantaan siya ni _ sapagkat nautang ito sa tindahan nya ng napakaaga, nang hindi nya ito mapagbigyan ay nag init ang ulo at sya ay pinag bantaan. Kayat kung ano man ang mangyare sa kanyang masama ay ito ang unang maigigng suspect. ________________________________________________________ Nagsadya sa tanggapan si _ upang ipaalam na ginawang basurahan ang kanilang lupa at may nag hukay ng daluyan ng tubig na marumi at sa lupa nila mismo napunta kung kayat ang baho ng amoy dito noong sila ay napunta. ________________________________________________________ Nagsadya sa tanggapan ang representative ni _ upang ipaalam na sinira ang bakod nina _ na matatagpuan sa purok 2 Brgy malaya nagcarlan laguna. Ilang beses na din itong nangyayari kahit binigyan naman ng daang tao ang mga nakatira sa likod ng kanilang lupain. ________________________________________________________ Nadatnan sa _ at madaming sinasabi tungkol sa kanya na hindi dapat doon sabihin. Ito ay padalawang beses nang nangyayare at ayoko ng dumating pa sa pangatlo kayat nais ko sya makausap. ________________________________________________________ Dumulog sa tanggapan ng SB si _ upang makausap si _ hinggil sa overlapping na lupa na nabili ni _. DATAGAN - NICS Nagtungo sa Tanggapan ng Punong Barangay ang mag-asawang sina",Petty Criminal Offenses
"ang paghuli at pagsasabi ni —. at nati nilang mag-uusap sa Pebrero 2023, ganap na ika- 8 ng hapon. Bilang patunay ay kapuwa sila lumagda sa ibaba ng kanilang pahayag ito.",Neighbor Disputes
", may sapat na gulang, taga Purok 6, Brgy. Captain Alberto Ofeci, Lupon, upang ireklamo si",Property Disputes
", may sapat na gulang, taga Purok 3, ng barangay Dagatan, Quezon sa salang pananakit/pambubugbog sa kanya, bukod pa rito ay nagsasabi na si — ay laging naiinis sa kanya. Hindi matatapos na kaugnayan ni – at si – sa lalong madaling panahon sa harap ng Punong Barangay.",Petty Criminal Offenses
4:00 pm Nagtungo sa himpilan ng Punong Barangay ang mag-asawang — at — upang ireklamo si — sa salang pagpasok sa kanilang bahay at kinakaladkad ang kanilang mga gamit. Nang makausap na harap ng Punong Barangay ay - ay tinatanggi ang pangyayari. Bilang patunay ay lumagda ang dalawang nagreklamo sa Punong Brgy.,Family Matters
"Nagtungo sa Tanggapan ng Punong Brgy. si –, may sapat na gulang, taga Purok 6, Brgy. Captain Alberto Oficiar, Lupon, upang ireklamo si — , may sapat na gulang, taga Purok 3, ng Barangay Dagatan, Quezon sa salang pananakit / pambubugbog sa kanya. Hindi matatapos na kaugnayan ni – at si – sa lalong madaling panahon sa harap ng Punong Barangay.",Petty Criminal Offenses
"Reklamo ni – laban kay – ng kanilang pagtatalo at pananakit, sila ay nag-usap na rin. Umamin si – na siya ay gumawa nito, at ipinangakong hindi na uulitin pa iyan, at kung sakaling mangyari man ay pananagutin na siya ng pulis at desisyon na ni – ang reklamo.",Family Matters
"Nagtungo sa Tanggapan ng Punong Barangay si – upang ireklamo na ang kanyang nasasakupang ka-bahayan, bakuran at namamahay natitira lang ay tapunan na lamang at ang lahat ng kanyang gamit ay ninakaw at wala na sa kanyang tahanan. Ang nasabing kanyang ari-arian ay paalaga lamang ni – , — ay taga purok 4 ng Barangay Dagatan, Quezon.",Petty Criminal Offenses
"Umpisa ng lupa ni – at – at – at –, ay pinagkasundo na sila ay pinababayaran nina –, na may-ari ng nasabing lupa, sa halagang labing (10) libo (₱1,000.00) na taon-taon.",Property Disputes
"Ireklamo: alitan at usap pananalapi kay — Nagtungo sa Tanggapan ng Punong Barangay si –, may sapat na gulang, taga purok 3 ng Barangay na ito, upang ireklamo si –, sa salang alitan at usap ng kabayaran o pananalapi. Napag-usap subalit hindi na maayos o kung madaanan pa harap ng Punong Barangay ay inirereklamo sa lalong madaling panahon.",Money/Debt Disputes
"Nagtungo sa Tanggapan ng Punong Barangay si –, may sapat na gulang, taga Purok 4, upang ireklamo si –, sa salang pambabanta sa buhay at paggugulo kay — sinabing ""patayin"" si –. Ito ay ipinahayag lamang ni – na sa tuwing kung may magkausap kay – ay palaging inaaway at tinutuligsa.",Neighbor Disputes
"Nagtungo sa Tanggapan ng Punong Barangay si –, may sapat na gulang, taga Sityo San Cristobal, San Pablo City, upang ireklamo ang pamilya o ang mga kaanak na kabilang kina – at pati –, sa salang paghahatol ng Libel Case.",Family Matters
"Nang makaharap ang magkabilang panig: – tapat na tinalakay ang usapin at habang panahon ay magkakaunawaan na si –. Hinaharap na kabayaran at pananagutan ni – , ito ay sa lalong madaling panahon.",Money/Debt Disputes
"Sa sinumang kinauukulan, Nagtungo sa Tanggapan ng Punong Barangay si –, may sapat na gulang, taga Sitio Dagatan, Dolores, Quezon upang ireklamo si –, taga purok 15 ng Barangay na ito, sa pananagutan ng hindi pagbabayad ng utang noong Marso 2022, at hanggang ngayon ay ayaw pa rin niyang pagbayaran at hindi na rin nakikipag-usap (ng ₱9,000.00). Nang makaharap sa harap ng Punong Barangay si – ay lalong nagtanggol, paninindigan.",Money/Debt Disputes
"Nagtungo sa Tanggapan ng Punong Barangay si –, taga Magsasay, Quezon, upang mag-follow up ng kaso, na narehistro sa Barangay Mambog, Magsasay, Quezon. Bilang patunay ay lumagda si – sa ibaba ng kasulatang matapos ang follow-up na ito.",Contract Disputes
"Pag-uusap ng magkabilang panig nina – at –, sa naganap na pangyayari noong Abril 23, 2023, ganap na ika-7:00 hanggang 7:30 ng umaga. Pumunta ang biktima sa kanilang tirahan ni – at hinamon ng labanan, si – at tinanong si –. At nakatugon hindi nila magkagalit, at nais magkaunawaan. At ang paghahamon ni – ay hindi matatanggap na may mangyayaring masama magpahanggang kay –, kaya naiwan upang humingi ng paumanhin si –, at tulungan din si – na kung maaari ay tulungan si – kay — sa oras ng pagpapakita. Sa dulo ay pumayag at lumagda sila kapwa na nasa ibaba ng kasulatang ito, kasama ang mga saksi.",Property Disputes
"Ako si –, dalawampu’t tatlong taong gulang, isang taong may mabuting kalooban at marunong magtiis sa anumang pagsubok. Mayroon akong hinihintay na bagay na dapat sana ay naibigay na noon pa man, ngunit hanggang ngayon ay hindi pa rin natutupad at nauwi lamang sa pangako. Ilang beses ko na itong hiningi at hiniling na maibalik o maayos, ngunit kung hindi mo kayang ibalik, maaari namang ipalit o ibigay ang katumbas nito. Nilinaw ko na ang lahat ng usapin at hinati nang pantay ang dapat na mapunta sa bawat isa. Kung hindi pa rin ito maayos at nais mong sumuko o umatras, sabihin mo lamang nang malinaw kung kaya mo ba o hindi. Kapag hindi mo ito nagawa sa loob ng dalawang buwan, mapipilitan kaming gawin ang nararapat at palitan ang dapat matupad ayon sa ating pinagkasunduan.",Contract Disputes
Nagtungo sa Tanggapan ng Punong Barangay si– upang magreklamo kay -. Humingi ng paumanhin si – kay – at tinanggap naman ni –,Property Disputes
"Nag-usap si – at –, tungkol sa naging problema nilang dalawa, at inamin at tinanggap kani-kaniyang mali at humingi ng paumanhin sa isa’t isa. Humingi ng paumanhin si - kay – at tinanggap naman ni – ang paghingi ng paumanhin at nangangakong hindi na mauulit ang pangyayaring nag-away sila.",Neighbor Disputes
Nag-usap at nagkasundo ang parehong panig tungkol sa pagtapon ng basura.,Neighbor Disputes
"Nagtungo sa Tanggapan ng Punong Barangay si – may sapat na gulang, taga Sitio Tabak, upang ireklamo ang mag-asawang - at ang kanyang asawang – sa salang pagbabanta, na kung ano-ano na binabalaan po sa araw na darating. Nang makaharap si –, ang mag-asawang – ay lalong nagtanggol panahon. Bilang patunay ay lumagda si – sa ibaba ng nilalaman nito.",Neighbor Disputes
"Nagtungo sa Tanggapan ng Punong Barangay si – , may sapat na gulang, taga Purok 3, ng Barangay na ito, upang ireklamo si – sa salang hindi pagbabayad ng natira niyang utang, tinanggihan niyang panagutan ang pagkakautang kay –. Nang makaharap sa harap ng Punong Barangay si – ay lalong nagtanggol panahon.",Money/Debt Disputes
"Mayo 1, 2023 Nag-usap sina - at -, nagkasundo na humingi ng paumanhin sa isa’t isa, at kung wala nang mag-uusap at pag-aaway. Nagpunta si - sa nakatakdang oras at iskedyul.",Neighbor Disputes
"Mayo 1, 2023 Nagtungo sa Tanggapan ng Punong Barangay si -, may sapat na gulang, taga purok ito, upang ireklamo si -, sa salang ninakaw kay - (kapital) na nagkakahalaga ng halagang apat na libo at banta sa buhay ni -. Nang makaharap sa harap ng Punong Barangay ay lalong nagtanggol panahon.",Petty Criminal Offenses
"Mayo 9, 2023 Kasunduan sa pagitan nina -, may-ari at gumagawa ng sidecar, at -, na bumili ng nasabing sidecar na nagkakahalaga sila ng: Tinatantiya at binabayaran ang sidecar na nakakabit sa motor ni -, at napagkasunduan na lamang ng dalawang panig na babayaran ni- kay - ang halagang ₱21,000.00, na waring kabuuan ng sidecar.",Family Matters
"Mayo 20, 2023 Ako si -, edad 34, nakatira sa San Isidro, Dolores, Quezon, ay nagpapatotoo na noong ika-27 Abril 2023, ako ay pumunta dito upang humingi ng tulong kay - dahil sa hindi ko makayanan ang kanyang masasamang salita at pananakit sa akin. Noong ika-08 Abril 2023, napilitan akong lumayas mula sa aming tahanan dahil ayaw ko nang magkaroon ng gulo at hindi ko na rin makayanan ang kanyang mga ginagawa sa akin, at masasabing napilitan akong lumayo upang hindi na kami magkita at wala nang masamang mangyari pa sa aming dalawa, at patunayang hindi ko masingit o mapagtiisan ang kanyang sinasabi.",Neighbor Disputes
"Mayo 26, 2023 Pag-uusap sa pagitan nina - at mag-asawa, at si - at si - , tungkol sa lupa na ginagamit nina at may kinalaman si -, dahilan at para hinihingi ang kaukulang bayad, kung ito ay may may-ari na. Sa nasabing usapan ay ipinahayag ni - at - na wala nang mag-aaway, pagkatapos ay gumawa ng kasunduan.",Property Disputes
"Nag-usap nang personal sina - at ni -, tungkol sa pag-aari at paggamit ng lupa na pag-aari at kanya rin ni -. Dito ay napagkasunduan nina -. at ni - na kung sino man ang may taniman at itatanim sa lupang pag-aari ni at kanyang anak ni - ay ititigil na lamang ni -. At kung may gusto pa ay gagawan at lalagda sila kapwa sa ibaba ng kasunduang ito.",Property Disputes
"Nag-usap ang Tagapamagitan ng Punong Barangay kasama sina - at -, ukol sa usaping pag-aari at hangganan ng lupa. Ayon kay -, na ang lupang tinatamasa at ginagamit ni - ay sakop at pag-aari ni -, at ayon kay - ay totoo at siya ay umuupa lamang dito, at ayon din kay -, na ang sinasabing lupa ay sakop at pag-aari ni -, at wala siyang alam ukol dito at walang preno rito. Tuloy-tuloy ang pagpapaliwanagan nina - at -, at ayon kay - ay wala siyang utang na loob, at kung ano man ang nasa isip ay huwag na lamang pag-usapan. Ayon kay -, na nais niyang malaman kung may karapatan pa si - sa nasabing lupain. Ayon kay -, na ang titulo ng lupa ay nasa pangalan ni -, at kung sakaling mapatunayan ni -, ay gagawin na lamang ang kaukulang ayos at tinitiyak ni - na hindi na magkakaroon ng gulo.",Property Disputes
"Napagkasunduan nina - at -, tungkol sa usaping lupa at sa pag-aari nina - at -, na pinagtibay nila upang malaman ang pagkakalagyan ng lupain. Napagtuunan na ang batayan na ayon kay - ay ang lupang sakop ni -, ayon din naman kay -, ay sakop at sukat at - ay nagpahayag na - ay kanyang sakop at tinatamasa. At naging hiling ni - na huwag na lamang magkainitan at wala nang gulo, at walang nangyaring labanan at magkakaroon ng bawal pang usapan. Wala nang ibang hilingan o bawal na gawain.",Property Disputes
"Nagtungo sa Tanggapan ng Punong Barangay si -, may sapat na gulang, taga Candelaria, Quezon, at ng TGC Credit Corporation, upang ireklamo si -, taga Candelaria, Quezon, na hindi nagbabayad ng utang na halagang ₱4,000.00 at hindi nakatupad. Nais makausap at harapin ng Punong Barangay si -, upang maayos ang kanilang pagkakaunawaan.",Money/Debt Disputes
"Nagharap sa Punong Barangay si -, may sapat na gulang, nakatira sa Purok 2, -, -, upang ireklamo si -, dahil sa kanyang mga gawang labag sa kaugalian at nakakahiya. Sinasabing si - ay nagkakalat ng mga kwentong hindi totoo at nakasasakit, na nagdulot ng gulo at abala kay -, at narinig umano na sinabi ni - na wala raw karapatan si - na magsalita o mag-utos, at may mga masasakit na salitang binitawan din laban kay -. Dagdag pa rito, sinasabing pumunta rin si - at ang anak nito sa tirahan ni -, sumigaw at nagbanta, at labis na ikinatakot ni -. Nang pagharapin sa harap ng Punong Barangay, sinabi ni - na ayaw na niyang makipag-ugnayan o makipag-usap pa kay -. Bilang patunay ay lumagda si - sa ibaba upang kumpirmahin ang nilalaman nito.",Neighbor Disputes
"Reklamo / Pagsusumbong: Hindi pagbabayad ng utang na umabot sa halagang ₱4,000.00 (Apat na libo) Patungo sa Tanggapan ng Punong Barangay si -, may sapat na gulang, taga Oriental, Mindoro, upang ireklamo si -, dahil sa hindi pagbabayad ng utang na halagang ₱4,000.00. Nais makaharap at harapin ng Punong Barangay si -, upang maayos ang kanilang pagkakaunawaan.",Money/Debt Disputes
"Sa sinumang kinauukulan, Nagharap sa Punong Barangay si -, may sapat na gulang, nakatira sa -, -, upang iulat na siya ay naaksidente at nabangga ng sasakyang minamaneho ni -, nakatira rin sa -, sa hangganang daan sa pagitan ng - at -, bandang ika-7:30 ng gabi, na nagdulot ng kanyang pagkasugat. Ang pangyayari ay naganap sa Purok 1, -, -.",Property Disputes
"Nagtungo sa tanggapan ng punong barangay si -, residente ng barangay -, polomolok, south cotabato, upang ipagbalita na siya ay binangga ng trisikel, ang trisikel ng pampanga, na minamaneho ng minor. nabanggit din na nagkakasundo ang magkatapatan sa isa dahil sa pahilis, wala namang dahilan na nangyari. batas barangay kami ay nakapagtatakda sa ibaba nito.",Property Disputes
"nagtungo sa tanggapan ng punong barangay si -, may sapat na gulang, taga sityo sabang, upang ireklamo o ihain ang reklamo laban kay -, taga batangas, at kasama rin nito si -, taga -, dasmariñas, cavite. ngayon ay ipinagbigay-alam ni - na wala silang intensyong manggulo o manakit kay - at ang hangad lamang ay maayos ang usapin at kasunduan sa pagitan nila at ni -.",Neighbor Disputes
"nagtungo sa tanggapan ng punong barangay ang magulang nina - at - at ang kanilang anak na si -, upang kausapin at ayusin ang usapin ukol sa batang si - at kanyang kaibigan na si -",Family Matters
"sa sinumang kinauukulan: nagtungo sa tanggapan ng punong barangay si -, upang ireklamo si -, dahil sa hindi pagbabayad ng utang na halagang isandaan piso. ayon kay -, naipagbigay-alam umano na nakinabang na at nakinabang din si -, subalit hindi pa rin nababayaran ni - at ng kanyang asawa ang utang kay -. bilang patunay ay nilagdaan ni - ang akto ng pagsusulim na ito.",Money/Debt Disputes
